Student ID,FirstName,MiddleName,LastName,Gender,DateOfBirth,Father'sName,Mother'sName,Father'sDateOfBirth,AddressLine1,AddressLine2,PinCode,PoliceStation,District,State,Father'sOccupation,Mother'sOccupation,Father'sPhone,Mother'sPhone,EmergencyContact,YearOfAdmission,ClassOfAdmission,YearOfTransfer,ClassOfTransfer
10249,Nicole,Jeffrey,Bryant,Male,17-05-2004,Jeffrey,Mary,05-04-1977,898 Christine Lakes Apt. 028,,52304,,Las Vegas,Virginia,Photographer,IT Administrator,14543599305,16995598511,16628429124,2021,10,2022,11
10250,Lucas,Jeremy,Mendoza,Male,02-09-2005,Jeremy,Jennifer,23-03-1982,8723 George Ways,,47300,,Long Beach,South Dakota,Chef,IT Administrator,15831542742,19286554472,18195376461,2023,11,2024,12
10251,Janet,Michael,Garcia,Female,17-09-2004,Michael,Katherine,20-11-1977,1600 Lopez Island Suite 979,,72958,,Tulsa,Mississippi,Artist,Pharmacist,14122629961,15604738903,16853303584,2022,11,2023,12
10252,Christopher,Andrew,Molina,Male,30-06-2004,Andrew,Brenda,19-06-1983,3719 Wiley Station Suite 184,,51084,,Charlotte,New York,Retail Store Manager,Social Media Manager,14207428259,15247811900,13022234572,2022,10,2023,11
10253,Randy,Joshua,Patel,Male,09-02-2004,Joshua,Kimberly,12-11-1976,3214 King Walks Suite 725,,60598,,Dallas,Nebraska,Chef,Real Estate Agent,18914469025,13322408264,14726928410,2023,9,2024,10
10254,David,Justin,Miller,Male,16-05-2005,Justin,Kim,14-09-1980,8364 Brenda Junctions Apt. 062,,34114,,New York City,Arkansas,Construction Worker,Police Officer,13182587993,11183185259,19488272773,2022,9,2023,10
10255,Julie,Justin,Dawson,Male,12-08-2005,Justin,Kelsey,30-10-1983,6286 Hickman Prairie,,63006,,"Washington, D.C.",Maryland,Accountant,Social Media Manager,14731765586,11516815556,18956615961,2021,10,2022,11
10256,Robin,Nicholas,Jenkins,Male,17-07-2005,Nicholas,Jessica,24-11-1982,17332 Robert Shoals,,44057,,Oklahoma City,Arkansas,Police Officer,Police Officer,13709157071,13387432288,19605677435,2022,11,2023,12
10257,Krista,Matthew,Davis,Female,05-04-2005,Matthew,Katherine,29-11-1977,86536 Sanchez Parkway,,64447,,Houston,Alaska,Teacher,Social Media Manager,15165417385,15573825909,13289281582,2020,11,2021,12
10258,Melissa,Brian,Porter,Male,29-06-2005,Brian,Crystal,22-11-1979,"PSC 9690, Box 5750",,64250,,Arlington,Georgia,Banker,Dentist,13401873933,14023348374,14921176043,2023,10,2024,11
10259,Jodi,Christopher,Pope,Male,17-08-2005,Christopher,Denise,21-08-1978,0596 Lee Haven,,28226,,Minneapolis,Louisiana,Web Designer,Pharmacist,12254376336,13722907720,13843041278,2023,9,2024,10
10260,Christopher,Jeffrey,Deleon,Male,12-10-2005,Jeffrey,Tracy,25-11-1982,58716 Smith Village Apt. 762,,52115,,Louisville,Missouri,Police Officer,House Wife,16636316197,19874005694,12199073704,2021,9,2022,10
10261,Shelly,Robert,Warren,Female,19-10-2004,Robert,Tiffany,09-10-1982,7591 Nicole Prairie Suite 105,,29321,,New York City,Tennessee,Retail Store Manager,Dentist,16888189950,19376572905,11736333426,2022,10,2023,11
10262,Elizabeth,Samuel,Hall,Female,14-04-2005,Samuel,Danielle,06-10-1980,Unit 3600 Box 1118,,75839,,Albuquerque,California,Product Manager,IT Administrator,17227815296,15978215462,14797174252,2020,11,2021,12
10263,Gary,Trevor,Hill,Female,03-12-2005,Trevor,Katie,20-03-1977,578 Romero Ways,,39533,,Dallas,Tennessee,Nurse,Police Officer,14778148657,18058005723,14392178973,2020,10,2021,11
10264,Glen,Steven,Lin,Male,05-10-2004,Steven,Jill,29-12-1976,2703 Blackburn Knoll Suite 545,,40629,,Sacramento,New Jersey,Architect,Event Planner,16843043041,11789885095,12867228815,2021,11,2022,12
10265,Tiffany,Rodney,Hansen,Male,07-06-2004,Rodney,Deborah,05-01-1981,20317 Jonathan Harbors Suite 396,,51984,,Kansas City,Indiana,Dentist,Pharmacist,13664487565,19942241779,14087901358,2023,10,2024,11
10266,Erin,Joseph,Pierce,Male,27-12-2005,Joseph,Allison,04-10-1979,031 Oliver Highway,,27208,,Wichita,Arizona,IT Administrator,House Wife,15871423854,15569936377,11474346658,2022,9,2023,10
10267,Christopher,Jason,Hunter,Male,04-07-2005,Jason,Melissa,13-05-1981,Unit 0254 Box 8269,,77631,,Long Beach,Louisiana,Interior Designer,Social Media Manager,18565667057,13449994802,18346762433,2020,9,2021,10
10268,Mary,John,Murray,Female,21-02-2004,John,Abigail,04-02-1979,5106 Howard Drives Apt. 775,,66625,,Memphis,Iowa,Librarian,Event Planner,12007669199,14524339965,19189001751,2021,10,2022,11
10269,Joshua,Shannon,Kemp,Female,17-03-2004,Shannon,Deborah,30-12-1980,USCGC Sawyer,,76865,,Sacramento,Pennsylvania,Nurse,Dentist,16648269556,15544578581,14388228295,2023,11,2024,12
10270,Denise,Kyle,Moss,Female,01-03-2004,Kyle,Tiffany,26-03-1977,USNV Serrano,,61738,,Dallas,Wyoming,Teacher,IT Administrator,18447944387,17531971372,15165701823,2022,11,2023,12
10271,Miranda,Jonathan,Harris,Female,19-01-2004,Jonathan,Valerie,07-01-1981,6952 Oliver Lights,,51889,,Houston,Mississippi,Teacher,Police Officer,12919502283,14621971745,11154101229,2022,10,2023,11
10272,Jeffrey,Scott,Whitney,Female,09-01-2005,Scott,Adrienne,29-08-1979,726 Smith Tunnel,,46005,,Raleigh,Oklahoma,Veterinarian,Event Planner,17687466875,13536124786,18665747632,2023,9,2024,10
10273,Melissa,Robert,Gonzalez,Male,18-03-2005,Robert,Bonnie,21-06-1980,5882 Wheeler Greens Suite 826,,63775,,Oklahoma City,Ohio,Police Officer,Police Officer,14644884471,16087246936,14478258262,2022,9,2023,10
10274,Victoria,John,Williams,Female,13-03-2004,John,Cindy,05-08-1981,3921 Weeks Creek Suite 791,,48881,,Dallas,Nebraska,Architect,Event Planner,16089112842,19794502001,14023651475,2021,10,2022,11
10275,Megan,Paul,Dillon,Female,12-03-2005,Paul,Danielle,03-06-1980,7691 Daniel Greens Suite 466,,35240,,Nashville,Michigan,Software Developer,IT Administrator,11244456630,11929767429,13773036874,2022,11,2023,12
10276,James,Larry,Martinez,Male,28-03-2004,Larry,Roberta,19-08-1976,092 Reese Forges Suite 328,,41946,,Wichita,Hawaii,Marketing Specialist,Event Planner,15371109277,18768461633,14395939382,2020,11,2021,12
10277,Mallory,Shannon,Salazar,Female,22-08-2004,Shannon,Tiffany,20-06-1975,Unit 6267 Box 4131,,59588,,Mesa,Hawaii,Veterinarian,Pharmacist,14519444450,11989437708,15941156022,2023,10,2024,11
10278,David,Juan,Jacobs,Male,10-06-2005,Juan,Jennifer,04-08-1980,72492 Teresa Shoals,,44309,,Oakland,South Dakota,Customer Service Representative,Police Officer,12092338593,11151166714,18261173573,2023,9,2024,10
10279,Kristen,Bruce,Price,Male,14-10-2005,Bruce,Diane,02-03-1981,7471 Donna Falls,,54760,,Oakland,Vermont,Customer Service Representative,Event Planner,15694469274,11595032885,11783436498,2021,9,2022,10
10280,Ronald,Larry,Hayes,Male,12-01-2004,Larry,Brittany,26-02-1981,8418 Beard Ramp Suite 793,,52303,,Oklahoma City,Ohio,Data Analyst,Social Media Manager,19637883530,19425218438,15984046468,2022,10,2023,11
10281,Briana,Kevin,Sexton,Female,12-02-2005,Kevin,Kimberly,07-07-1983,42380 Sanders Points Apt. 908,,66441,,Portland,Hawaii,Dentist,Pharmacist,17528012229,13685187993,12317879867,2020,11,2021,12
10282,Jacob,John,George,Male,24-09-2005,John,Karen,04-03-1982,563 Collins Hills,,49472,,San Antonio,New York,Insurance Agent,Pharmacist,14152712774,12057328751,13626718974,2020,10,2021,11
10283,Jeffery,Ronald,Reid,Male,19-01-2005,Ronald,Samantha,05-10-1981,988 Benjamin Summit,,54003,,Philadelphia,South Carolina,Writer,House Wife,14289011517,12104975620,12854169064,2021,11,2022,12
10284,Julia,Anthony,Scott,Female,22-09-2005,Anthony,Anna,17-04-1977,289 Torres Plaza,,57623,,Boston,South Dakota,Social Media Manager,Social Media Manager,11813353268,12169266426,14445613813,2023,10,2024,11
10285,Ryan,Mason,Chapman,Female,15-07-2005,Mason,Debra,15-05-1982,340 Harrison Station,,69804,,Wichita,Nebraska,Social Media Manager,Event Planner,19611222117,11025559496,11569342856,2022,9,2023,10
10286,Denise,Charles,Walsh,Male,19-03-2005,Charles,Diane,10-09-1980,157 Daniel Trafficway Apt. 139,,46103,,Las Vegas,Wyoming,Photographer,Dentist,15313563140,11017412460,12319817380,2020,9,2021,10
10287,Ricardo,James,Robinson,Male,01-05-2004,James,Michelle,07-06-1982,965 Joseph Tunnel,,54887,,Charlotte,Vermont,Mechanical Engineer,Pharmacist,19002747055,19929855516,17845645807,2021,10,2022,11
10288,Kristen,Alan,Frost,Male,12-06-2005,Alan,Jessica,28-08-1975,7452 Martin Plain Suite 266,,48742,,Oklahoma City,Tennessee,Artist,Dentist,14853379260,16887715543,14503538973,2023,11,2024,12
10289,Micheal,Daniel,Wong,Female,27-01-2004,Daniel,Annette,27-12-1976,436 Frank Cliffs Apt. 880,,33089,,Fort Worth,Arizona,Interior Designer,Event Planner,16704795624,18693346898,11547839222,2022,11,2023,12
10290,Dana,Ronald,Riggs,Male,02-04-2005,Ronald,Katherine,04-07-1983,3225 Anne Alley Apt. 708,,45293,,El Paso,Indiana,Fitness Instructor,Pharmacist,17693218415,15747045811,14561732214,2022,10,2023,11
10291,Jennifer,Jonathan,Murray,Female,07-08-2005,Jonathan,Rachel,08-11-1975,99157 Leslie Shoal Suite 559,,45607,,New York City,Tennessee,Insurance Agent,IT Administrator,12815459538,14744589376,18488392057,2023,9,2024,10
10292,Michael,Trevor,Smith,Female,28-09-2005,Trevor,Stephanie,06-06-1977,102 Melissa Drives Suite 388,,74005,,Dallas,Washington,Artist,Police Officer,16146967212,12652173341,14337392778,2022,9,2023,10
10293,Vanessa,Charles,Odom,Female,12-10-2004,Charles,Amy,06-01-1977,20816 Robinson Island Suite 654,,54530,,Chicago,Maryland,Web Designer,Pharmacist,16825984976,17298041843,11543603623,2021,10,2022,11
10294,Elizabeth,Mark,Owens,Male,15-06-2005,Mark,Jackie,13-02-1981,89365 Walsh Coves Apt. 766,,60104,,Virginia Beach,Georgia,Product Manager,Dentist,13402582607,19857768394,17805667349,2022,11,2023,12
10295,Pamela,Craig,Reed,Male,16-11-2005,Craig,Rita,02-01-1982,508 Watkins Brook Suite 389,,69703,,El Paso,Florida,Pharmacist,Police Officer,17867277819,14011286001,11827745699,2020,11,2021,12
10296,Lisa,Kyle,Wilson,Female,23-03-2004,Kyle,Theresa,20-10-1979,6295 Cruz Mall,,59406,,Louisville,Michigan,Software Developer,Social Media Manager,11957668462,17547073173,18798843892,2023,10,2024,11
10297,Jeremy,Tom,Johnson,Female,07-02-2004,Tom,Sandra,22-05-1983,93912 Duane Valley Suite 077,,78151,,Miami,Oklahoma,Data Analyst,IT Administrator,13362917467,15363056782,12396756384,2023,9,2024,10
10298,Deborah,Michael,Carter,Male,02-04-2004,Michael,Victoria,01-06-1983,50769 Brianna Throughway Apt. 106,,64791,,San Diego,Connecticut,Engineer,Police Officer,11213237378,14838755061,12603451264,2021,9,2022,10
10299,Melissa,Robert,Johnson,Male,17-12-2004,Robert,Michelle,14-07-1975,002 Young Pine,,76178,,Kansas City,Colorado,Insurance Agent,Pharmacist,16254438108,14436447999,12764609719,2022,10,2023,11
10300,Matthew,Jaime,Townsend,Male,08-12-2004,Jaime,Katie,12-03-1980,4930 Grant Meadow Apt. 338,,39286,,Virginia Beach,Idaho,Real Estate Agent,House Wife,12186709249,12086592978,16699242056,2020,11,2021,12
10301,Mary,Timothy,Hendricks,Female,13-03-2004,Timothy,Melissa,04-08-1977,8763 Lauren Fall,,32009,,Chicago,Arizona,Photographer,Police Officer,13306146179,12316249432,17106107248,2020,10,2021,11
10302,Jennifer,Larry,Gardner,Male,29-06-2004,Larry,Sarah,06-04-1979,Unit 9510 Box 2224,,40517,,Raleigh,Illinois,Product Manager,Real Estate Agent,16282555197,16285086904,14144184630,2021,11,2022,12
10303,Christopher,Kyle,Bright,Female,22-06-2004,Kyle,Tara,25-10-1980,52245 Kimberly Underpass,,52289,,Sacramento,Nevada,Photographer,Real Estate Agent,14975817829,11907543123,15221684042,2023,10,2024,11
10304,Laurie,Kevin,Marshall,Male,08-12-2005,Kevin,Cynthia,16-11-1979,41937 King Junction,,58911,,"Washington, D.C.",Washington,Marketing Specialist,Social Media Manager,12461063539,13368838813,12696268910,2022,9,2023,10
10305,Travis,Bryan,Gallagher,Female,27-05-2004,Bryan,Vanessa,24-04-1979,"PSC 9456, Box 8848",,51193,,Wichita,Hawaii,Project Manager,House Wife,18102483545,16239475727,18486789445,2020,9,2021,10
10306,John,Jason,Rowe,Female,15-09-2004,Jason,Alexis,17-01-1977,338 Adams Drive,,71584,,Indianapolis,Indiana,Pharmacist,Real Estate Agent,16307438194,13111663730,11286592429,2021,10,2022,11
10307,Christy,Thomas,Campbell,Male,29-09-2004,Thomas,Shelly,19-01-1981,825 Burch Landing,,77492,,New York City,Colorado,Retail Store Manager,Real Estate Agent,15058963275,16934257837,15195007089,2023,11,2024,12
10308,Cynthia,Billy,Schneider,Female,14-11-2005,Billy,Michelle,13-02-1975,05210 Diane Track Suite 740,,75326,,Seattle,Washington,Dentist,Real Estate Agent,13977353394,13501749467,11249042587,2022,11,2023,12
10309,Lee,Gary,Castillo,Male,22-07-2004,Gary,Kathleen,30-04-1979,716 Jones Manors,,64007,,New Orleans,Illinois,Pilot,House Wife,16544017335,19066336103,15429153226,2022,10,2023,11
10310,Ryan,Sean,Brady,Female,06-01-2005,Sean,Tracy,08-12-1983,9330 Michelle Pine,,54639,,San Jose,Delaware,Chef,IT Administrator,19493946819,16912344100,15249256595,2023,9,2024,10
10311,John,Matthew,Anderson,Male,26-08-2004,Matthew,Judith,10-01-1979,Unit 1427 Box 2867,,64946,,Memphis,Nebraska,HR Manager,Social Media Manager,19494752556,18324396147,16664405650,2022,9,2023,10
10312,Marcus,Wesley,Wilson,Female,04-10-2005,Wesley,Amanda,08-09-1982,"PSC 3676, Box 4092",,74078,,Charlotte,Wyoming,Sales Manager,Pharmacist,19498782278,13887212471,15006228043,2021,10,2022,11
10313,Alyssa,James,Parker,Male,27-07-2005,James,Beverly,27-10-1979,36455 Faulkner Valleys,,32086,,Houston,Massachusetts,Engineer,House Wife,17016926263,17554635187,17271904152,2022,11,2023,12
10314,Kaitlyn,Henry,Morales,Female,18-04-2004,Henry,Erika,30-06-1983,2878 Debra View,,69295,,New Orleans,New Hampshire,Electrician,Real Estate Agent,15308321564,12923474935,15602687387,2020,11,2021,12
10315,Glenn,Frank,Meyers,Male,30-03-2005,Frank,Karen,08-01-1981,0848 Lara Courts,,63339,,Las Vegas,South Carolina,Insurance Agent,Social Media Manager,15007362169,11474802805,18817859948,2023,10,2024,11
10316,Chelsea,Benjamin,Allen,Female,27-09-2005,Benjamin,Selena,02-05-1981,6942 John Walks Apt. 405,,46740,,Miami,Arkansas,Police Officer,House Wife,11319652471,12258722726,18206927958,2023,9,2024,10
10317,Mary,Christopher,Young,Male,14-08-2004,Christopher,Susan,16-10-1978,"PSC 9529, Box 7811",,57897,,Dallas,Arizona,Retail Store Manager,House Wife,12933449463,19659908604,19061783751,2021,9,2022,10
10318,Laura,Danny,Walker,Female,04-10-2004,Danny,Debra,21-12-1982,32522 Khan Fork Apt. 206,,77034,,San Francisco,Missouri,Entrepreneur,Real Estate Agent,15956897307,18558235834,12295951636,2022,10,2023,11
10319,Edward,Jeffrey,Smith,Female,15-11-2005,Jeffrey,Ellen,14-07-1976,6265 Ray Hill,,63924,,Wichita,Texas,Translator,Real Estate Agent,17242157223,13929098778,14018505298,2020,11,2021,12
10320,Jessica,Ricardo,Gray,Male,10-05-2004,Ricardo,Sandra,25-08-1979,703 Marsh Estates Apt. 119,,57581,,Tucson,Colorado,Security Guard,IT Administrator,13339871317,14933286869,14821947929,2020,10,2021,11
10321,Seth,Donald,Smith,Female,24-06-2005,Donald,Jennifer,07-09-1982,74645 Martinez View,,58692,,Columbus,Iowa,Construction Worker,Police Officer,13003091754,17324831885,17853252419,2021,11,2022,12
10322,Amanda,Joel,Caldwell,Female,18-11-2005,Joel,Cynthia,25-02-1982,49978 Wagner Unions,,53876,,San Diego,Illinois,Writer,Social Media Manager,17584327143,11253584031,14982656416,2023,10,2024,11
10323,Christine,James,Clark,Female,23-12-2004,James,Katelyn,24-12-1977,97832 Austin Fork Suite 044,,31755,,New Orleans,Missouri,Police Officer,Event Planner,19501126044,12333053923,18857252971,2022,9,2023,10
10324,Shawn,Trevor,Daugherty,Male,24-08-2005,Trevor,Laura,22-08-1979,65147 Lori Islands,,77945,,Oklahoma City,New Hampshire,Dentist,Social Media Manager,11346499070,17971983194,12927066060,2020,9,2021,10
10325,Brandi,Paul,Moore,Male,12-01-2005,Paul,Jennifer,02-04-1981,USS Pacheco,,34446,,Wichita,Oklahoma,Translator,Police Officer,13783144153,12305245547,12168397504,2021,10,2022,11
10326,Martin,Michael,Gillespie,Female,29-04-2005,Michael,Tammy,23-02-1981,Unit 8826 Box 6079,,36793,,Indianapolis,New Hampshire,Project Manager,Police Officer,15813325619,16626191539,17355379168,2023,11,2024,12
10327,Steven,Daryl,Wallace,Male,12-08-2004,Daryl,Janice,08-12-1977,901 Marissa Plaza,,40054,,Austin,Ohio,Pilot,Pharmacist,16088693298,12413173009,19515445157,2022,11,2023,12
10328,Michael,Juan,Payne,Male,28-09-2005,Juan,Jennifer,02-02-1983,59546 Taylor Flat,,28840,,Detroit,Oregon,Web Designer,Real Estate Agent,18774355238,15903073086,11086966391,2022,10,2023,11
10329,Jessica,Stephen,Russell,Male,27-03-2004,Stephen,Danielle,17-09-1981,8382 Jonathan Corners,,48656,,Kansas City,Massachusetts,Photographer,Pharmacist,19134481403,13572332776,12563664609,2023,9,2024,10
10330,Steven,Oscar,Kemp,Female,10-09-2005,Oscar,Lisa,22-06-1982,0039 Nicholas Course,,50418,,Louisville,Alabama,Flight Attendant,Social Media Manager,15325786337,19317244872,18884149745,2022,9,2023,10
10331,Holly,Albert,Davis,Male,04-06-2004,Albert,Andrea,22-02-1981,"PSC 2634, Box 8558",,46372,,Raleigh,Massachusetts,Electrician,Police Officer,14968189614,15584666462,19039008641,2021,10,2022,11
10332,William,Justin,Gates,Male,25-08-2005,Justin,Robin,01-09-1976,3989 Michael Row,,38138,,"Washington, D.C.",Minnesota,Financial Analyst,IT Administrator,12356719097,14624179663,11556997635,2022,11,2023,12
10333,Randy,Michael,King,Male,08-08-2005,Michael,Gloria,24-12-1983,137 Sparks Hollow,,35212,,San Antonio,Washington,Banker,Police Officer,19535303269,18732839676,15495949074,2020,11,2021,12
10334,Paul,Matthew,Martinez,Female,28-11-2005,Matthew,Megan,23-10-1980,USS Patel,,68707,,San Jose,Utah,Social Media Manager,IT Administrator,14495211028,18909071128,18057295146,2023,10,2024,11
10335,Amy,Nicholas,Craig,Female,23-01-2004,Nicholas,Kristine,04-06-1982,USCGC Evans,,38639,,Mesa,Iowa,Writer,IT Administrator,11188227927,12517004940,16955993591,2023,9,2024,10
10336,Shelly,Thomas,Smith,Female,06-08-2004,Thomas,April,09-05-1982,159 Carl Green,,77340,,Colorado Springs,Tennessee,Software Developer,Pharmacist,18651797990,18344058710,13039304059,2021,9,2022,10
10337,Kristin,Steve,Roberts,Male,18-03-2004,Steve,Terry,09-12-1981,5590 Tara Causeway Apt. 167,,38110,,Philadelphia,Connecticut,Graphic Designer,Police Officer,16688446196,15161259763,19765092096,2022,10,2023,11
10338,Margaret,Grant,Jefferson,Female,04-01-2004,Grant,Katherine,02-03-1980,9006 Anthony Mountains,,64937,,El Paso,North Dakota,Veterinarian,IT Administrator,11692512124,19204408848,16656341025,2020,11,2021,12
10339,Tammie,Joseph,Rodriguez,Female,02-06-2004,Joseph,Andrea,20-10-1983,11003 Samantha Haven Suite 328,,30767,,San Diego,Rhode Island,Real Estate Agent,Police Officer,15128095565,14298184649,16948751372,2020,10,2021,11
10340,John,Jason,Burton,Female,10-08-2005,Jason,Christina,03-07-1982,0333 Wayne Fords Suite 352,,70044,,Portland,Maryland,Nurse,Pharmacist,16345611338,19759693052,17746348708,2021,11,2022,12
10341,James,James,Miller,Male,02-02-2004,James,Melissa,06-07-1976,96350 Shannon Brook,,44116,,Kansas City,Vermont,Journalist,Pharmacist,17795169102,14813965970,15959118620,2023,10,2024,11
10342,Erica,Rodney,Campbell,Male,01-12-2004,Rodney,Melissa,06-09-1983,073 Michael Parkways Apt. 231,,71866,,Tucson,North Dakota,Doctor,Pharmacist,12134406750,15738943003,17638169615,2022,9,2023,10
10343,Kevin,Phillip,Holmes,Female,15-03-2005,Phillip,Cynthia,09-10-1980,4038 Smith Port Suite 643,,46450,,Seattle,Oregon,Doctor,Real Estate Agent,14424493505,16346971248,18021469403,2020,9,2021,10
10344,Christina,Joel,Robertson,Male,01-08-2004,Joel,Hannah,31-07-1979,1812 Edwin Forks,,37523,,San Antonio,New York,Entrepreneur,House Wife,12736846212,11801491280,14893108065,2021,10,2022,11
10345,Janet,Richard,Wilkins,Male,26-08-2004,Richard,Ashley,19-04-1975,51192 Victor Forges,,65748,,Memphis,Michigan,Retail Store Manager,House Wife,12908309787,19841911683,13301112637,2023,11,2024,12
10346,Thomas,James,Robinson,Male,19-12-2004,James,Julia,29-10-1983,45370 John Circles Suite 952,,30379,,Las Vegas,North Dakota,Web Designer,Event Planner,12838358272,19225899653,11823838842,2022,11,2023,12
10347,Amy,Kevin,Thomas,Male,12-03-2004,Kevin,Melinda,12-05-1980,672 Randy Row,,45922,,Long Beach,Michigan,Photographer,House Wife,17533659604,14629355631,12491785602,2022,10,2023,11
10348,Richard,Daniel,Mitchell,Female,06-06-2004,Daniel,Katherine,26-07-1981,65700 Vaughn Overpass,,45084,,Wichita,Rhode Island,Project Manager,IT Administrator,17003432457,18909462487,15034629704,2023,9,2024,10
10349,Jason,Russell,Taylor,Female,07-06-2004,Russell,Stephanie,21-11-1983,224 John Village Apt. 366,,46139,,Charlotte,Florida,Accountant,IT Administrator,12817096749,12287141091,16217128526,2022,9,2023,10
10350,Brenda,Matthew,Diaz,Female,30-03-2004,Matthew,Amanda,22-03-1976,886 Robinson Lodge Apt. 606,,74084,,Mesa,New York,Pharmacist,Social Media Manager,14692259306,18524016499,16061119353,2021,10,2022,11
